,start,end,country,type,subtype,killed,total_affected,est_damage,disaster_n,location
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Tamil Nadu
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Gujarat
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Maharashtra
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Uttar Pradesh
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Assam
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Haryana
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Jammu
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106,Kashmir
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Rajasthan
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Arunachal
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Bihar
1067,1996-06-14 00:00:00,1996-06-16 00:00:00,India,Storm,Tropical cyclone,731.0,1842100.0,,1996-0106, Tripura states
1068,1996-07-02 00:00:00,1996-07-02 00:00:00,India,Storm,Tropical cyclone,92.0,,,1996-0180,Oman Sea
1072,1996-11-06 00:00:00,1996-11-08 00:00:00,India,Storm,Tropical cyclone,708.0,7000000.0,1500.3,1996-0256,East
1072,1996-11-06 00:00:00,1996-11-08 00:00:00,India,Storm,Tropical cyclone,708.0,7000000.0,1500.3,1996-0256,West Godavari
1072,1996-11-06 00:00:00,1996-11-08 00:00:00,India,Storm,Tropical cyclone,708.0,7000000.0,1500.3,1996-0256, Kakinada 
1072,1996-11-06 00:00:00,1996-11-08 00:00:00,India,Storm,Tropical cyclone,708.0,7000000.0,1500.3,1996-0256,Andhra Pradesh state
1073,1996-12-04 00:00:00,1996-12-04 00:00:00,India,Storm,Tropical cyclone,6.0,335000.0,,1996-0298,Andhra Pradesh
1095,1996-01-10 00:00:00,1996-01-11 00:00:00,Madagascar,Storm,Tropical cyclone,9.0,100000.0,,1996-0060,Fenerive
1095,1996-01-10 00:00:00,1996-01-11 00:00:00,Madagascar,Storm,Tropical cyclone,9.0,100000.0,,1996-0060, Foulpointe
1096,1996-02-13 00:00:00,1996-02-29 00:00:00,Mozambique,Storm,Tropical cyclone,11.0,200000.0,14.5,1996-0052,Zambezia
1096,1996-02-13 00:00:00,1996-02-29 00:00:00,Mozambique,Storm,Tropical cyclone,11.0,200000.0,14.5,1996-0052, Gaza
1096,1996-02-13 00:00:00,1996-02-29 00:00:00,Mozambique,Storm,Tropical cyclone,11.0,200000.0,14.5,1996-0052, Maputo
1096,1996-02-13 00:00:00,1996-02-29 00:00:00,Mozambique,Storm,Tropical cyclone,11.0,200000.0,14.5,1996-0052, Inhambane provinces
1100,1996-07-28 00:00:00,1996-07-30 00:00:00,Nicaragua,Storm,Tropical cyclone,42.0,10724.0,10.0,1996-0102,San Andres
1100,1996-07-28 00:00:00,1996-07-30 00:00:00,Nicaragua,Storm,Tropical cyclone,42.0,10724.0,10.0,1996-0102, Providencia Isl.
1100,1996-07-28 00:00:00,1996-07-30 00:00:00,Nicaragua,Storm,Tropical cyclone,42.0,10724.0,10.0,1996-0102, entire East coast
1101,1996-11-09 00:00:00,1996-11-21 00:00:00,Nicaragua,Storm,Tropical cyclone,2.0,,0.1,1996-0502,
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108,Quzeon
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Aurora
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Quirino
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Nueva Vizcaya
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Isabela
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Cagayan
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Batanes
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, La Union
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Ilocos Norte
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108, Ilocos Sur 
1106,1996-07-15 00:00:00,1996-07-15 00:00:00,Philippines,Storm,Tropical cyclone,26.0,36828.0,38.0,1996-0108,Luzon Isl.
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114,Banshkali
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114, Anowara 
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114,Chittagong district
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114, Cox's Bazar
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114, Teknaf
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114, Chokoria
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114, Moheshkali
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114, Kutubdia 
1128,1997-05-18 00:00:00,1997-05-18 00:00:00,Bangladesh,Storm,Tropical cyclone,111.0,3052738.0,,1997-0114,Cox's Bazar district
1130,1997-09-26 00:00:00,1997-09-27 00:00:00,Bangladesh,Storm,Tropical cyclone,188.0,750063.0,,1997-0235,Bhola
1130,1997-09-26 00:00:00,1997-09-27 00:00:00,Bangladesh,Storm,Tropical cyclone,188.0,750063.0,,1997-0235, Noakhali
1130,1997-09-26 00:00:00,1997-09-27 00:00:00,Bangladesh,Storm,Tropical cyclone,188.0,750063.0,,1997-0235, Bagerhat
1130,1997-09-26 00:00:00,1997-09-27 00:00:00,Bangladesh,Storm,Tropical cyclone,188.0,750063.0,,1997-0235, Khulna
1130,1997-09-26 00:00:00,1997-09-27 00:00:00,Bangladesh,Storm,Tropical cyclone,188.0,750063.0,,1997-0235, Potuakhali
1130,1997-09-26 00:00:00,1997-09-27 00:00:00,Bangladesh,Storm,Tropical cyclone,188.0,750063.0,,1997-0235, Sitakundu districts
1138,1997-11-01 00:00:00,1997-11-04 00:00:00,Cambodia,Storm,Tropical cyclone,25.0,,0.01,1997-0267,
1151,1997-08-22 00:00:00,1997-08-22 00:00:00,India,Storm,Tropical cyclone,25.0,,,1997-0226,Andhra Pradesh
1167,1997-08-18 00:00:00,1997-08-19 00:00:00,North Korea,Storm,Tropical cyclone,,,0.01,1997-0180,
1170,1997-01-24 00:00:00,1997-01-26 00:00:00,Madagascar,Storm,Tropical cyclone,140.0,600000.0,50.0,1997-0013,Vangaidrano
1170,1997-01-24 00:00:00,1997-01-26 00:00:00,Madagascar,Storm,Tropical cyclone,140.0,600000.0,50.0,1997-0013, Vohipeno
1170,1997-01-24 00:00:00,1997-01-26 00:00:00,Madagascar,Storm,Tropical cyclone,140.0,600000.0,50.0,1997-0013, Farangana
1170,1997-01-24 00:00:00,1997-01-26 00:00:00,Madagascar,Storm,Tropical cyclone,140.0,600000.0,50.0,1997-0013, Vondrozo
1170,1997-01-24 00:00:00,1997-01-26 00:00:00,Madagascar,Storm,Tropical cyclone,140.0,600000.0,50.0,1997-0013, Midongy
1170,1997-01-24 00:00:00,1997-01-26 00:00:00,Madagascar,Storm,Tropical cyclone,140.0,600000.0,50.0,1997-0013, Befotaka
1171,1997-02-11 00:00:00,1997-02-11 00:00:00,Madagascar,Storm,Tropical cyclone,34.0,,,1997-0020,Antalaha
1171,1997-02-11 00:00:00,1997-02-11 00:00:00,Madagascar,Storm,Tropical cyclone,34.0,,,1997-0020, Andapa
1171,1997-02-11 00:00:00,1997-02-11 00:00:00,Madagascar,Storm,Tropical cyclone,34.0,,,1997-0020, Maroantsetra
1173,1997-01-24 00:00:00,1997-01-26 00:00:00,Mozambique,Storm,Tropical cyclone,,,0.05,1997-0013,
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530,Cusco
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Lima
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Ica
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Tumbes
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Piura
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Lambayeque
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, La Libertad
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Cajamarca
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Ancash
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Ayacucho
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Junin
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, San Martin
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Loreto
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Huanuco
1182,1997-12-24 00:00:00,00/3/1998,Peru,Storm,Tropical cyclone,518.0,580730.0,12.0,1997-0530, Amzanonas departments
1184,1997-08-18 00:00:00,1997-08-19 00:00:00,Philippines,Storm,Tropical cyclone,18.0,53659.0,5.0,1997-0180,All country
1185,1997-05-24 00:00:00,1997-05-26 00:00:00,Philippines,Storm,Tropical cyclone,30.0,309111.0,2.5,1997-0203,Manilla
1185,1997-05-24 00:00:00,1997-05-26 00:00:00,Philippines,Storm,Tropical cyclone,30.0,309111.0,2.5,1997-0203, Luzon
1186,1997-10-20 00:00:00,1997-10-20 00:00:00,Philippines,Storm,Tropical cyclone,1.0,4000.0,,1997-0252,Cagayan Prov.
1204,1998-05-20 00:00:00,1998-05-20 00:00:00,Bangladesh,Storm,Tropical cyclone,19.0,108944.0,,1998-0164,Chittagong
1204,1998-05-20 00:00:00,1998-05-20 00:00:00,Bangladesh,Storm,Tropical cyclone,19.0,108944.0,,1998-0164, Cox's Bazar
1204,1998-05-20 00:00:00,1998-05-20 00:00:00,Bangladesh,Storm,Tropical cyclone,19.0,108944.0,,1998-0164, Sitakundu
1206,1998-11-25 00:00:00,1998-11-25 00:00:00,Bangladesh,Storm,Tropical cyclone,200.0,121000.0,,1998-0373,Sathkhira
1206,1998-11-25 00:00:00,1998-11-25 00:00:00,Bangladesh,Storm,Tropical cyclone,200.0,121000.0,,1998-0373, Khulna district
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381,Guantanamo
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Tunas
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Holguin
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Santigo de Cuba
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Camaguey
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Villa Claran Cienfuegos
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Sancti Spiritu
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Ciego de Avila
1215,1998-09-22 00:00:00,1998-09-22 00:00:00,Cuba,Storm,Tropical cyclone,6.0,147000.0,2000.0,1998-0381, Matanzas
1217,1998-10-25 00:00:00,1998-11-01 00:00:00,El Salvador,Storm,Tropical cyclone,475.0,84000.0,388.1,1998-0343,
1218,1998-10-26 00:00:00,1998-10-26 00:00:00,Guatemala,Storm,Tropical cyclone,384.0,105700.0,748.0,1998-0371,
1220,1998-09-20 00:00:00,1998-09-30 00:00:00,Haiti,Storm,Tropical cyclone,190.0,12029.0,180.0,1998-0380,Cap Haitien
1220,1998-09-20 00:00:00,1998-09-30 00:00:00,Haiti,Storm,Tropical cyclone,190.0,12029.0,180.0,1998-0380, Jacmel
1220,1998-09-20 00:00:00,1998-09-30 00:00:00,Haiti,Storm,Tropical cyclone,190.0,12029.0,180.0,1998-0380, Cayes
1220,1998-09-20 00:00:00,1998-09-30 00:00:00,Haiti,Storm,Tropical cyclone,190.0,12029.0,180.0,1998-0380, Port Au Prince
1221,1998-10-25 00:00:00,1998-11-08 00:00:00,Honduras,Storm,Tropical cyclone,14600.0,2112000.0,3793.6,1998-0345,Coastal Area
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183,Kutch
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Porbandar
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Jamnagar
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Junagadh
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Amreli
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Bhavnagar
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Banaskhanta
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Surat
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Bharuch
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Rajkot
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Valsad
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Nasvari districts 
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183,Gujarat state
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Barmer
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Jallore districts 
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183,Rajasthan state
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183, Ratnagiri district 
1223,1998-06-09 00:00:00,1998-06-11 00:00:00,India,Storm,Tropical cyclone,2871.0,4600893.0,469.0,1998-0183,Maharasthra
1224,1998-10-18 00:00:00,1998-10-18 00:00:00,India,Storm,Tropical cyclone,250.0,,,1998-0313,Bombay 
1224,1998-10-18 00:00:00,1998-10-18 00:00:00,India,Storm,Tropical cyclone,250.0,,,1998-0313,city
1224,1998-10-18 00:00:00,1998-10-18 00:00:00,India,Storm,Tropical cyclone,250.0,,,1998-0313, Level 1 = Maharashtra
1256,1998-10-25 00:00:00,1998-11-08 00:00:00,Nicaragua,Storm,Tropical cyclone,3332.0,868228.0,987.7,1998-0344,Chinandega
1256,1998-10-25 00:00:00,1998-11-08 00:00:00,Nicaragua,Storm,Tropical cyclone,3332.0,868228.0,987.7,1998-0344,Esteli
1265,1998-09-18 00:00:00,1998-09-18 00:00:00,Philippines,Storm,Tropical cyclone,118.0,1749436.0,87.038,1998-0296,North
1265,1998-09-18 00:00:00,1998-09-18 00:00:00,Philippines,Storm,Tropical cyclone,118.0,1749436.0,87.038,1998-0296,Central Luzon Isl.
1265,1998-09-18 00:00:00,1998-09-18 00:00:00,Philippines,Storm,Tropical cyclone,118.0,1749436.0,87.038,1998-0296, cordillera Autonomous Region
1265,1998-09-18 00:00:00,1998-09-18 00:00:00,Philippines,Storm,Tropical cyclone,118.0,1749436.0,87.038,1998-0296, central Visayas Isl.
1265,1998-09-18 00:00:00,1998-09-18 00:00:00,Philippines,Storm,Tropical cyclone,118.0,1749436.0,87.038,1998-0296, National Capital Region
1266,1998-10-13 00:00:00,1998-10-18 00:00:00,Philippines,Storm,Tropical cyclone,75.0,1344619.0,50.0,1998-0309,Town Of Tabuk Level 2 = Kalinga Apayao 
1266,1998-10-13 00:00:00,1998-10-18 00:00:00,Philippines,Storm,Tropical cyclone,75.0,1344619.0,50.0,1998-0309,from GENAME
1267,1998-10-21 00:00:00,1998-10-21 00:00:00,Philippines,Storm,Tropical cyclone,332.0,3902424.0,71.0,1998-0314,Albay
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404,E
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404,W Samar
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Cagayan
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Pampanga
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Bulacan
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Isabela
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Quenzon
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, W Mindoro
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Palawan
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Masbate
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Albay
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Sorsogon
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Catanduanes
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Aklan
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Capiz
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Antique
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Iloilo
1268,1998-12-11 00:00:00,1998-12-11 00:00:00,Philippines,Storm,Tropical cyclone,69.0,326520.0,27.399,1998-0404, Leyte
1295,1999-10-25 00:00:00,1999-10-25 00:00:00,Bangladesh,Storm,Tropical cyclone,,,,1999-0532,Satkhira
1295,1999-10-25 00:00:00,1999-10-25 00:00:00,Bangladesh,Storm,Tropical cyclone,,,,1999-0532, Khulna
1295,1999-10-25 00:00:00,1999-10-25 00:00:00,Bangladesh,Storm,Tropical cyclone,,,,1999-0532, Bagerhat
1295,1999-10-25 00:00:00,1999-10-25 00:00:00,Bangladesh,Storm,Tropical cyclone,,,,1999-0532, Pirojpur
1295,1999-10-25 00:00:00,1999-10-25 00:00:00,Bangladesh,Storm,Tropical cyclone,,,,1999-0532, Borguna districts
1315,1999-11-15 00:00:00,1999-11-19 00:00:00,Colombia,Storm,Tropical cyclone,2.0,,0.5,1999-0557,
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400,Havana
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400, Cienfuegos
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400, Isla De La Juventud
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400, Pinar Del Rio
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400, Sancti Spiritus
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400, Villa Clara
1318,1999-10-14 00:00:00,1999-10-14 00:00:00,Cuba,Storm,Tropical cyclone,4.0,254990.0,,1999-0400, Mantanzas
1332,1999-05-20 00:00:00,1999-05-23 00:00:00,India,Storm,Tropical cyclone,451.0,40696.0,20.0,1999-0177,Gujarat Coast
1335,1999-10-18 00:00:00,1999-10-18 00:00:00,India,Storm,Tropical cyclone,84.0,1201000.0,470.0,1999-0401,Orissa
1335,1999-10-18 00:00:00,1999-10-18 00:00:00,India,Storm,Tropical cyclone,84.0,1201000.0,470.0,1999-0401, Ganjam
1335,1999-10-18 00:00:00,1999-10-18 00:00:00,India,Storm,Tropical cyclone,84.0,1201000.0,470.0,1999-0401, Puri
1335,1999-10-18 00:00:00,1999-10-18 00:00:00,India,Storm,Tropical cyclone,84.0,1201000.0,470.0,1999-0401, Khurda
1335,1999-10-18 00:00:00,1999-10-18 00:00:00,India,Storm,Tropical cyclone,84.0,1201000.0,470.0,1999-0401, Gajapathi
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425,Kendrapara
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Jagatsinghpur
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Khurda
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Puri
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Cuttack
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Nayagarh
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Bhadrak
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Keonjhar
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Dhenkanal
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Balasore
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Mayurbhang
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Jajapur 
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425,Orissa
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, Andhra Pradesh
1336,1999-10-28 00:00:00,1999-10-30 00:00:00,India,Storm,Tropical cyclone,9843.0,12628312.0,2500.0,1999-0425, West Bengal states
1361,1999-05-20 00:00:00,1999-05-22 00:00:00,Pakistan,Storm,Tropical cyclone,231.0,535940.0,10.936,1999-0178,Thatta
1361,1999-05-20 00:00:00,1999-05-22 00:00:00,Pakistan,Storm,Tropical cyclone,231.0,535940.0,10.936,1999-0178, Umer Kot
