,start,end,country,type,subtype,killed,total_affected,est_damage,disaster_n,location
2819,2009-09-29 00:00:00,2009-10-10 00:00:00,Philippines,Storm,Tropical cyclone,512.0,4478491.0,585.379,2009-0422,CAR
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478,NCR
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Aurora
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Bataan
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Bulacan 
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478,Region III
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Batangas
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Cavite
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Laguna
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Quezon
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Rizal 
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478,Region IV A
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Occidental Mindoro
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Oriental Mindoro 
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478,REgion IV B
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Albay
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Camarines Norte
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478, Damarines Sur 
2820,2009-10-28 00:00:00,2009-10-28 00:00:00,Philippines,Storm,Tropical cyclone,39.0,802175.0,15.194,2009-0478,Region V
2821,2009-11-25 00:00:00,2009-11-25 00:00:00,Philippines,Storm,Tropical cyclone,4.0,48142.0,0.012,2009-0521,Agusan del Norte province 
2821,2009-11-25 00:00:00,2009-11-25 00:00:00,Philippines,Storm,Tropical cyclone,4.0,48142.0,0.012,2009-0521,Caraga
2821,2009-11-25 00:00:00,2009-11-25 00:00:00,Philippines,Storm,Tropical cyclone,4.0,48142.0,0.012,2009-0521, Region VII
2821,2009-11-25 00:00:00,2009-11-25 00:00:00,Philippines,Storm,Tropical cyclone,4.0,48142.0,0.012,2009-0521, Region X
2822,2009-08-01 00:00:00,2009-08-03 00:00:00,Philippines,Storm,Tropical cyclone,14.0,221422.0,2.888,2009-0606,Panay
2822,2009-08-01 00:00:00,2009-08-03 00:00:00,Philippines,Storm,Tropical cyclone,14.0,221422.0,2.888,2009-0606, Negros
2822,2009-08-01 00:00:00,2009-08-03 00:00:00,Philippines,Storm,Tropical cyclone,14.0,221422.0,2.888,2009-0606, Mindanao Islands
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171,Rangpur
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Dinajpur
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Nilphmari
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Lalmonirhat
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Kurigram
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Gaibandha
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Sirajganj
2847,2010-04-13 00:00:00,2010-04-14 00:00:00,Bangladesh,Storm,Tropical cyclone,8.0,247110.0,,2010-0171, Bogra
2848,2010-04-17 00:00:00,2010-04-17 00:00:00,Bangladesh,Storm,Tropical cyclone,3.0,10000.0,,2010-0205,lalmonirhat district
2875,2010-05-29 00:00:00,2010-06-01 00:00:00,El Salvador,Storm,Tropical cyclone,10.0,11520.0,20.0,2010-0211,San salvador
2875,2010-05-29 00:00:00,2010-06-01 00:00:00,El Salvador,Storm,Tropical cyclone,10.0,11520.0,20.0,2010-0211, Sonsonate
2875,2010-05-29 00:00:00,2010-06-01 00:00:00,El Salvador,Storm,Tropical cyclone,10.0,11520.0,20.0,2010-0211, Ahuachapan
2875,2010-05-29 00:00:00,2010-06-01 00:00:00,El Salvador,Storm,Tropical cyclone,10.0,11520.0,20.0,2010-0211, La Libertad departments
2876,2010-06-27 00:00:00,2010-06-27 00:00:00,El Salvador,Storm,Tropical cyclone,6.0,500.0,,2010-0260,San Miguel
2877,2010-09-25 00:00:00,2010-09-25 00:00:00,El Salvador,Storm,Tropical cyclone,1.0,,,2010-0503,
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211,Guatemala city metropolitan region
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, El Progesso
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Zacapa
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Izabel departments 
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211,Motagua river basin
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Alta Verapaz
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Izabal departments 
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211,Polochic river basin region
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Soloa department 
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211,Atitlan Lake basin region
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Solola
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Quetzaltenango
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Retalhuleu
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Suchitepequez
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Sacatepeque
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Escuintla
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Totonicapan
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Huethuetenango
2882,2010-05-28 00:00:00,2010-06-01 00:00:00,Guatemala,Storm,Tropical cyclone,174.0,397962.0,650.0,2010-0211, Quiche department
2883,2010-06-27 00:00:00,2010-06-27 00:00:00,Guatemala,Storm,Tropical cyclone,,2180.0,,2010-0260,
2885,2010-09-25 00:00:00,2010-09-25 00:00:00,Guatemala,Storm,Tropical cyclone,,,,2010-0503,Peten
2885,2010-09-25 00:00:00,2010-09-25 00:00:00,Guatemala,Storm,Tropical cyclone,,,,2010-0503, Isabel
2885,2010-09-25 00:00:00,2010-09-25 00:00:00,Guatemala,Storm,Tropical cyclone,,,,2010-0503, Suchitepequez
2885,2010-09-25 00:00:00,2010-09-25 00:00:00,Guatemala,Storm,Tropical cyclone,,,,2010-0503, Huehuetnango
2885,2010-09-25 00:00:00,2010-09-25 00:00:00,Guatemala,Storm,Tropical cyclone,,,,2010-0503, El Progresso
2895,2010-11-04 00:00:00,2010-11-05 00:00:00,Haiti,Storm,Tropical cyclone,21.0,5020.0,,2010-0571,South
2895,2010-11-04 00:00:00,2010-11-05 00:00:00,Haiti,Storm,Tropical cyclone,21.0,5020.0,,2010-0571, Grand'Anse
2895,2010-11-04 00:00:00,2010-11-05 00:00:00,Haiti,Storm,Tropical cyclone,21.0,5020.0,,2010-0571, Port au Prince
2895,2010-11-04 00:00:00,2010-11-05 00:00:00,Haiti,Storm,Tropical cyclone,21.0,5020.0,,2010-0571, leogane
2895,2010-11-04 00:00:00,2010-11-05 00:00:00,Haiti,Storm,Tropical cyclone,21.0,5020.0,,2010-0571, Les Cayes
2895,2010-11-04 00:00:00,2010-11-05 00:00:00,Haiti,Storm,Tropical cyclone,21.0,5020.0,,2010-0571, Jacmel
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211,Copan
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Santa Barbara
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Comayagua
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Cortes
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Yoro departments 
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211,Region 1
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, El Paraiso
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Francisco Morazan
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Choculeta
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Valle
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211,La Paz 
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211,Region 4
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Lenca
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Intibuca
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Lempira
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, la Paz
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Ocotepeque
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211, Comayagua 
2896,2010-05-29 00:00:00,2010-05-29 00:00:00,Honduras,Storm,Tropical cyclone,18.0,24675.0,90.0,2010-0211,Region 5
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503,El Paraiso
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503, Atlantida
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503, Isla de la Bahia
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503, Colon
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503, Yoro
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503, Gracias a Dios
2899,2010-09-25 00:00:00,2010-09-25 00:00:00,Honduras,Storm,Tropical cyclone,4.0,,,2010-0503, Comayagua
2900,2010-04-13 00:00:00,2010-04-14 00:00:00,India,Storm,Tropical cyclone,114.0,500000.0,,2010-0171,Bihar
2900,2010-04-13 00:00:00,2010-04-14 00:00:00,India,Storm,Tropical cyclone,114.0,500000.0,,2010-0171, Bengal Occidental
2900,2010-04-13 00:00:00,2010-04-14 00:00:00,India,Storm,Tropical cyclone,114.0,500000.0,,2010-0171, Assam
2902,2010-05-20 00:00:00,2010-05-20 00:00:00,India,Storm,Tropical cyclone,32.0,,,2010-0198,Krishna
2902,2010-05-20 00:00:00,2010-05-20 00:00:00,India,Storm,Tropical cyclone,32.0,,,2010-0198, Prakasam
2902,2010-05-20 00:00:00,2010-05-20 00:00:00,India,Storm,Tropical cyclone,32.0,,,2010-0198, Neloore
2902,2010-05-20 00:00:00,2010-05-20 00:00:00,India,Storm,Tropical cyclone,32.0,,,2010-0198, Guntur distrits 
2902,2010-05-20 00:00:00,2010-05-20 00:00:00,India,Storm,Tropical cyclone,32.0,,,2010-0198,Andhra Pradesh state
2902,2010-05-20 00:00:00,2010-05-20 00:00:00,India,Storm,Tropical cyclone,32.0,,,2010-0198, Tamil Nadu state
2914,2010-10-31 00:00:00,2010-11-03 00:00:00,India,Storm,Tropical cyclone,22.0,,,2010-0693,Andhra Pradesh
2938,2010-09-02 00:00:00,2010-09-02 00:00:00,North Korea,Storm,Tropical cyclone,20.0,40000.0,,2010-0479,
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Ikongo
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Faniria communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Ikongo district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Mananjary
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Tsiatosika communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Mananjary district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Ambila
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Marofaria
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Sahasinaka
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Fenomby
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Tataho
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Lokomby
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Ivatana communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Manakara district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Farafangana
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Itrotroke
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Ambohigogo communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Farafangana district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Nosy Varija
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Ambahy
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Andara
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Vohitrandriana communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Nosy Varika district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Urbaine
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Sub urbaine
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Antsangasanga
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Ampito Atsim communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Ambatondrazaka district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Vohipeno
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Andeamaka
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Mahabo
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Vohitsidry
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Vohilany
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Onjatsy
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Vohindava
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Savana communes 
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104,Vohipeno district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Vangaiondrano district
2941,2010-03-10 00:00:00,2010-03-12 00:00:00,Madagascar,Storm,Tropical cyclone,120.0,192132.0,,2010-0104, Ifaniana district
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554,Kyaukpyu
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Minbya
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Munaug
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Myebon
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Pauktaw 
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554,Rakhine state
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Salin
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Seikphyu
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Pakokku
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554, Pauk 
2947,2010-10-22 00:00:00,2010-10-22 00:00:00,Myanmar,Storm,Tropical cyclone,45.0,260049.0,57.0,2010-0554,Magway division
2952,2010-06-27 00:00:00,2010-06-27 00:00:00,Nicaragua,Storm,Tropical cyclone,5.0,,,2010-0260,
2955,2010-09-24 00:00:00,2010-09-24 00:00:00,Nicaragua,Storm,Tropical cyclone,,,,2010-0503,Limon
2955,2010-09-24 00:00:00,2010-09-24 00:00:00,Nicaragua,Storm,Tropical cyclone,,,,2010-0503, Puerto Cabezas
2959,2010-06-06 00:00:00,2010-06-07 00:00:00,Pakistan,Storm,Tropical cyclone,23.0,4000.0,80.0,2010-0210,Karachi
2959,2010-06-06 00:00:00,2010-06-07 00:00:00,Pakistan,Storm,Tropical cyclone,23.0,4000.0,80.0,2010-0210, Hyderabad
2959,2010-06-06 00:00:00,2010-06-07 00:00:00,Pakistan,Storm,Tropical cyclone,23.0,4000.0,80.0,2010-0210, Sindh
2959,2010-06-06 00:00:00,2010-06-07 00:00:00,Pakistan,Storm,Tropical cyclone,23.0,4000.0,80.0,2010-0210, Baluchistan
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,Manila city
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Muntinlupa city
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Pateros 
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,NCR
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Dingalan 
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,Aurora
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Abucay
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Bagac
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Balanga
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Limay
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Mariveles
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Morong
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Orani
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Orion
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Samal 
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,Battan
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Malolos city 
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,Bulacan
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Masantol 
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,Pampanga
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308,   Region III
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Agoncillo
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Balayan
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Balete
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Calaca
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Calatagan
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Laurel
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Lemery
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Lian
2971,2010-07-12 00:00:00,2010-07-15 00:00:00,Philippines,Storm,Tropical cyclone,146.0,585474.0,8.675,2010-0308, Malvar
